seat	row	section_name	venue_name
10	19	First Balcony	Burton Cummings Theatre
11	19	First Balcony	Burton Cummings Theatre
12	19	First Balcony	Burton Cummings Theatre
13	19	First Balcony	Burton Cummings Theatre
14	19	First Balcony	Burton Cummings Theatre
15	19	First Balcony	Burton Cummings Theatre
16	19	First Balcony	Burton Cummings Theatre
17	19	First Balcony	Burton Cummings Theatre
18	19	First Balcony	Burton Cummings Theatre
19	19	First Balcony	Burton Cummings Theatre
20	19	First Balcony	Burton Cummings Theatre
21	19	First Balcony	Burton Cummings Theatre
22	19	First Balcony	Burton Cummings Theatre
23	19	First Balcony	Burton Cummings Theatre
24	19	First Balcony	Burton Cummings Theatre
25	19	First Balcony	Burton Cummings Theatre
26	19	First Balcony	Burton Cummings Theatre
27	19	First Balcony	Burton Cummings Theatre
28	19	First Balcony	Burton Cummings Theatre
1	20	First Balcony	Burton Cummings Theatre
2	20	First Balcony	Burton Cummings Theatre
3	20	First Balcony	Burton Cummings Theatre
4	20	First Balcony	Burton Cummings Theatre
5	20	First Balcony	Burton Cummings Theatre
6	20	First Balcony	Burton Cummings Theatre
7	20	First Balcony	Burton Cummings Theatre
8	20	First Balcony	Burton Cummings Theatre
9	20	First Balcony	Burton Cummings Theatre
10	20	First Balcony	Burton Cummings Theatre
11	20	First Balcony	Burton Cummings Theatre
12	20	First Balcony	Burton Cummings Theatre
13	20	First Balcony	Burton Cummings Theatre
14	20	First Balcony	Burton Cummings Theatre
15	20	First Balcony	Burton Cummings Theatre
16	20	First Balcony	Burton Cummings Theatre
17	20	First Balcony	Burton Cummings Theatre
18	20	First Balcony	Burton Cummings Theatre
19	20	First Balcony	Burton Cummings Theatre
20	20	First Balcony	Burton Cummings Theatre
21	20	First Balcony	Burton Cummings Theatre
22	20	First Balcony	Burton Cummings Theatre
23	20	First Balcony	Burton Cummings Theatre
24	20	First Balcony	Burton Cummings Theatre
25	20	First Balcony	Burton Cummings Theatre
26	20	First Balcony	Burton Cummings Theatre
27	20	First Balcony	Burton Cummings Theatre
28	20	First Balcony	Burton Cummings Theatre
1	21	First Balcony	Burton Cummings Theatre
2	21	First Balcony	Burton Cummings Theatre
3	21	First Balcony	Burton Cummings Theatre
4	21	First Balcony	Burton Cummings Theatre
5	21	First Balcony	Burton Cummings Theatre
6	21	First Balcony	Burton Cummings Theatre
7	21	First Balcony	Burton Cummings Theatre
8	21	First Balcony	Burton Cummings Theatre
9	21	First Balcony	Burton Cummings Theatre
10	21	First Balcony	Burton Cummings Theatre
11	21	First Balcony	Burton Cummings Theatre
12	21	First Balcony	Burton Cummings Theatre
13	21	First Balcony	Burton Cummings Theatre
14	21	First Balcony	Burton Cummings Theatre
15	21	First Balcony	Burton Cummings Theatre
16	21	First Balcony	Burton Cummings Theatre
17	21	First Balcony	Burton Cummings Theatre
18	21	First Balcony	Burton Cummings Theatre
19	21	First Balcony	Burton Cummings Theatre
20	21	First Balcony	Burton Cummings Theatre
21	21	First Balcony	Burton Cummings Theatre
22	21	First Balcony	Burton Cummings Theatre
23	21	First Balcony	Burton Cummings Theatre
24	21	First Balcony	Burton Cummings Theatre
25	21	First Balcony	Burton Cummings Theatre
26	21	First Balcony	Burton Cummings Theatre
27	21	First Balcony	Burton Cummings Theatre
28	21	First Balcony	Burton Cummings Theatre
1	1	Main Floor	Burton Cummings Theatre
2	1	Main Floor	Burton Cummings Theatre
3	1	Main Floor	Burton Cummings Theatre
4	1	Main Floor	Burton Cummings Theatre
5	1	Main Floor	Burton Cummings Theatre
6	1	Main Floor	Burton Cummings Theatre
7	1	Main Floor	Burton Cummings Theatre
8	1	Main Floor	Burton Cummings Theatre
9	1	Main Floor	Burton Cummings Theatre
10	1	Main Floor	Burton Cummings Theatre
11	1	Main Floor	Burton Cummings Theatre
12	1	Main Floor	Burton Cummings Theatre
13	1	Main Floor	Burton Cummings Theatre
14	1	Main Floor	Burton Cummings Theatre
15	1	Main Floor	Burton Cummings Theatre
16	1	Main Floor	Burton Cummings Theatre
17	1	Main Floor	Burton Cummings Theatre
18	1	Main Floor	Burton Cummings Theatre
19	1	Main Floor	Burton Cummings Theatre
20	1	Main Floor	Burton Cummings Theatre
21	1	Main Floor	Burton Cummings Theatre
22	1	Main Floor	Burton Cummings Theatre
23	1	Main Floor	Burton Cummings Theatre
24	1	Main Floor	Burton Cummings Theatre
25	1	Main Floor	Burton Cummings Theatre
26	1	Main Floor	Burton Cummings Theatre
27	1	Main Floor	Burton Cummings Theatre
28	1	Main Floor	Burton Cummings Theatre
1	2	Main Floor	Burton Cummings Theatre
2	2	Main Floor	Burton Cummings Theatre
3	2	Main Floor	Burton Cummings Theatre
4	2	Main Floor	Burton Cummings Theatre
5	2	Main Floor	Burton Cummings Theatre
6	2	Main Floor	Burton Cummings Theatre
7	2	Main Floor	Burton Cummings Theatre
8	2	Main Floor	Burton Cummings Theatre
9	2	Main Floor	Burton Cummings Theatre
10	2	Main Floor	Burton Cummings Theatre
11	2	Main Floor	Burton Cummings Theatre
12	2	Main Floor	Burton Cummings Theatre
13	2	Main Floor	Burton Cummings Theatre
14	2	Main Floor	Burton Cummings Theatre
15	2	Main Floor	Burton Cummings Theatre
16	2	Main Floor	Burton Cummings Theatre
17	2	Main Floor	Burton Cummings Theatre
18	2	Main Floor	Burton Cummings Theatre
19	2	Main Floor	Burton Cummings Theatre
20	2	Main Floor	Burton Cummings Theatre
21	2	Main Floor	Burton Cummings Theatre
22	2	Main Floor	Burton Cummings Theatre
23	2	Main Floor	Burton Cummings Theatre
24	2	Main Floor	Burton Cummings Theatre
25	2	Main Floor	Burton Cummings Theatre
26	2	Main Floor	Burton Cummings Theatre
27	2	Main Floor	Burton Cummings Theatre
28	2	Main Floor	Burton Cummings Theatre
1	3	Main Floor	Burton Cummings Theatre
2	3	Main Floor	Burton Cummings Theatre
3	3	Main Floor	Burton Cummings Theatre
4	3	Main Floor	Burton Cummings Theatre
5	3	Main Floor	Burton Cummings Theatre
6	3	Main Floor	Burton Cummings Theatre
7	3	Main Floor	Burton Cummings Theatre
8	3	Main Floor	Burton Cummings Theatre
9	3	Main Floor	Burton Cummings Theatre
10	3	Main Floor	Burton Cummings Theatre
11	3	Main Floor	Burton Cummings Theatre
12	3	Main Floor	Burton Cummings Theatre
13	3	Main Floor	Burton Cummings Theatre
14	3	Main Floor	Burton Cummings Theatre
15	3	Main Floor	Burton Cummings Theatre
16	3	Main Floor	Burton Cummings Theatre
17	3	Main Floor	Burton Cummings Theatre
18	3	Main Floor	Burton Cummings Theatre
19	3	Main Floor	Burton Cummings Theatre
20	3	Main Floor	Burton Cummings Theatre
21	3	Main Floor	Burton Cummings Theatre
22	3	Main Floor	Burton Cummings Theatre
23	3	Main Floor	Burton Cummings Theatre
24	3	Main Floor	Burton Cummings Theatre
25	3	Main Floor	Burton Cummings Theatre
26	3	Main Floor	Burton Cummings Theatre
27	3	Main Floor	Burton Cummings Theatre
28	3	Main Floor	Burton Cummings Theatre
1	4	Main Floor	Burton Cummings Theatre
2	4	Main Floor	Burton Cummings Theatre
3	4	Main Floor	Burton Cummings Theatre
4	4	Main Floor	Burton Cummings Theatre
5	4	Main Floor	Burton Cummings Theatre
6	4	Main Floor	Burton Cummings Theatre
7	4	Main Floor	Burton Cummings Theatre
8	4	Main Floor	Burton Cummings Theatre
9	4	Main Floor	Burton Cummings Theatre
10	4	Main Floor	Burton Cummings Theatre
11	4	Main Floor	Burton Cummings Theatre
12	4	Main Floor	Burton Cummings Theatre
13	4	Main Floor	Burton Cummings Theatre
14	4	Main Floor	Burton Cummings Theatre
15	4	Main Floor	Burton Cummings Theatre
16	4	Main Floor	Burton Cummings Theatre
17	4	Main Floor	Burton Cummings Theatre
18	4	Main Floor	Burton Cummings Theatre
19	4	Main Floor	Burton Cummings Theatre
20	4	Main Floor	Burton Cummings Theatre
21	4	Main Floor	Burton Cummings Theatre
22	4	Main Floor	Burton Cummings Theatre
23	4	Main Floor	Burton Cummings Theatre
24	4	Main Floor	Burton Cummings Theatre
25	4	Main Floor	Burton Cummings Theatre
26	4	Main Floor	Burton Cummings Theatre
27	4	Main Floor	Burton Cummings Theatre
28	4	Main Floor	Burton Cummings Theatre
1	5	Main Floor	Burton Cummings Theatre
2	5	Main Floor	Burton Cummings Theatre
3	5	Main Floor	Burton Cummings Theatre
4	5	Main Floor	Burton Cummings Theatre
5	5	Main Floor	Burton Cummings Theatre
6	5	Main Floor	Burton Cummings Theatre
7	5	Main Floor	Burton Cummings Theatre
8	5	Main Floor	Burton Cummings Theatre
9	5	Main Floor	Burton Cummings Theatre
10	5	Main Floor	Burton Cummings Theatre
11	5	Main Floor	Burton Cummings Theatre
12	5	Main Floor	Burton Cummings Theatre
13	5	Main Floor	Burton Cummings Theatre
14	5	Main Floor	Burton Cummings Theatre
15	5	Main Floor	Burton Cummings Theatre
16	5	Main Floor	Burton Cummings Theatre
17	5	Main Floor	Burton Cummings Theatre
18	5	Main Floor	Burton Cummings Theatre
19	5	Main Floor	Burton Cummings Theatre
20	5	Main Floor	Burton Cummings Theatre
21	5	Main Floor	Burton Cummings Theatre
22	5	Main Floor	Burton Cummings Theatre
23	5	Main Floor	Burton Cummings Theatre
24	5	Main Floor	Burton Cummings Theatre
25	5	Main Floor	Burton Cummings Theatre
26	5	Main Floor	Burton Cummings Theatre
27	5	Main Floor	Burton Cummings Theatre
28	5	Main Floor	Burton Cummings Theatre
1	6	Main Floor	Burton Cummings Theatre
2	6	Main Floor	Burton Cummings Theatre
3	6	Main Floor	Burton Cummings Theatre
4	6	Main Floor	Burton Cummings Theatre
5	6	Main Floor	Burton Cummings Theatre
6	6	Main Floor	Burton Cummings Theatre
7	6	Main Floor	Burton Cummings Theatre
8	6	Main Floor	Burton Cummings Theatre
9	6	Main Floor	Burton Cummings Theatre
10	6	Main Floor	Burton Cummings Theatre
11	6	Main Floor	Burton Cummings Theatre
12	6	Main Floor	Burton Cummings Theatre
13	6	Main Floor	Burton Cummings Theatre
14	6	Main Floor	Burton Cummings Theatre
15	6	Main Floor	Burton Cummings Theatre
16	6	Main Floor	Burton Cummings Theatre
17	6	Main Floor	Burton Cummings Theatre
18	6	Main Floor	Burton Cummings Theatre
19	6	Main Floor	Burton Cummings Theatre
20	6	Main Floor	Burton Cummings Theatre
21	6	Main Floor	Burton Cummings Theatre
22	6	Main Floor	Burton Cummings Theatre
23	6	Main Floor	Burton Cummings Theatre
24	6	Main Floor	Burton Cummings Theatre
25	6	Main Floor	Burton Cummings Theatre
26	6	Main Floor	Burton Cummings Theatre
27	6	Main Floor	Burton Cummings Theatre
28	6	Main Floor	Burton Cummings Theatre
1	7	Main Floor	Burton Cummings Theatre
2	7	Main Floor	Burton Cummings Theatre
3	7	Main Floor	Burton Cummings Theatre
4	7	Main Floor	Burton Cummings Theatre
5	7	Main Floor	Burton Cummings Theatre
6	7	Main Floor	Burton Cummings Theatre
7	7	Main Floor	Burton Cummings Theatre
8	7	Main Floor	Burton Cummings Theatre
9	7	Main Floor	Burton Cummings Theatre
10	7	Main Floor	Burton Cummings Theatre
11	7	Main Floor	Burton Cummings Theatre
12	7	Main Floor	Burton Cummings Theatre
13	7	Main Floor	Burton Cummings Theatre
14	7	Main Floor	Burton Cummings Theatre
15	7	Main Floor	Burton Cummings Theatre
16	7	Main Floor	Burton Cummings Theatre
17	7	Main Floor	Burton Cummings Theatre
18	7	Main Floor	Burton Cummings Theatre
19	7	Main Floor	Burton Cummings Theatre
20	7	Main Floor	Burton Cummings Theatre
21	7	Main Floor	Burton Cummings Theatre
22	7	Main Floor	Burton Cummings Theatre
23	7	Main Floor	Burton Cummings Theatre
24	7	Main Floor	Burton Cummings Theatre
25	7	Main Floor	Burton Cummings Theatre
26	7	Main Floor	Burton Cummings Theatre
27	7	Main Floor	Burton Cummings Theatre
28	7	Main Floor	Burton Cummings Theatre
1	8	Main Floor	Burton Cummings Theatre
2	8	Main Floor	Burton Cummings Theatre
3	8	Main Floor	Burton Cummings Theatre
4	8	Main Floor	Burton Cummings Theatre
5	8	Main Floor	Burton Cummings Theatre
6	8	Main Floor	Burton Cummings Theatre
7	8	Main Floor	Burton Cummings Theatre
8	8	Main Floor	Burton Cummings Theatre
9	8	Main Floor	Burton Cummings Theatre
10	8	Main Floor	Burton Cummings Theatre
11	8	Main Floor	Burton Cummings Theatre
12	8	Main Floor	Burton Cummings Theatre
13	8	Main Floor	Burton Cummings Theatre
14	8	Main Floor	Burton Cummings Theatre
15	8	Main Floor	Burton Cummings Theatre
16	8	Main Floor	Burton Cummings Theatre
17	8	Main Floor	Burton Cummings Theatre
18	8	Main Floor	Burton Cummings Theatre
19	8	Main Floor	Burton Cummings Theatre
20	8	Main Floor	Burton Cummings Theatre
21	8	Main Floor	Burton Cummings Theatre
22	8	Main Floor	Burton Cummings Theatre
23	8	Main Floor	Burton Cummings Theatre
24	8	Main Floor	Burton Cummings Theatre
25	8	Main Floor	Burton Cummings Theatre
26	8	Main Floor	Burton Cummings Theatre
27	8	Main Floor	Burton Cummings Theatre
28	8	Main Floor	Burton Cummings Theatre
1	9	Main Floor	Burton Cummings Theatre
2	9	Main Floor	Burton Cummings Theatre
3	9	Main Floor	Burton Cummings Theatre
4	9	Main Floor	Burton Cummings Theatre
5	9	Main Floor	Burton Cummings Theatre
6	9	Main Floor	Burton Cummings Theatre
7	9	Main Floor	Burton Cummings Theatre
8	9	Main Floor	Burton Cummings Theatre
9	9	Main Floor	Burton Cummings Theatre
10	9	Main Floor	Burton Cummings Theatre
11	9	Main Floor	Burton Cummings Theatre
12	9	Main Floor	Burton Cummings Theatre
13	9	Main Floor	Burton Cummings Theatre
14	9	Main Floor	Burton Cummings Theatre
15	9	Main Floor	Burton Cummings Theatre
16	9	Main Floor	Burton Cummings Theatre
17	9	Main Floor	Burton Cummings Theatre
18	9	Main Floor	Burton Cummings Theatre
19	9	Main Floor	Burton Cummings Theatre
20	9	Main Floor	Burton Cummings Theatre
21	9	Main Floor	Burton Cummings Theatre
22	9	Main Floor	Burton Cummings Theatre
23	9	Main Floor	Burton Cummings Theatre
24	9	Main Floor	Burton Cummings Theatre
25	9	Main Floor	Burton Cummings Theatre
26	9	Main Floor	Burton Cummings Theatre
27	9	Main Floor	Burton Cummings Theatre
28	9	Main Floor	Burton Cummings Theatre
1	10	Main Floor	Burton Cummings Theatre
2	10	Main Floor	Burton Cummings Theatre
3	10	Main Floor	Burton Cummings Theatre
4	10	Main Floor	Burton Cummings Theatre
5	10	Main Floor	Burton Cummings Theatre
6	10	Main Floor	Burton Cummings Theatre
7	10	Main Floor	Burton Cummings Theatre
8	10	Main Floor	Burton Cummings Theatre
9	10	Main Floor	Burton Cummings Theatre
10	10	Main Floor	Burton Cummings Theatre
11	10	Main Floor	Burton Cummings Theatre
12	10	Main Floor	Burton Cummings Theatre
13	10	Main Floor	Burton Cummings Theatre
14	10	Main Floor	Burton Cummings Theatre
15	10	Main Floor	Burton Cummings Theatre
16	10	Main Floor	Burton Cummings Theatre
17	10	Main Floor	Burton Cummings Theatre
18	10	Main Floor	Burton Cummings Theatre
19	10	Main Floor	Burton Cummings Theatre
20	10	Main Floor	Burton Cummings Theatre
21	10	Main Floor	Burton Cummings Theatre
22	10	Main Floor	Burton Cummings Theatre
23	10	Main Floor	Burton Cummings Theatre
24	10	Main Floor	Burton Cummings Theatre
25	10	Main Floor	Burton Cummings Theatre
26	10	Main Floor	Burton Cummings Theatre
27	10	Main Floor	Burton Cummings Theatre
28	10	Main Floor	Burton Cummings Theatre
1	11	Main Floor	Burton Cummings Theatre
2	11	Main Floor	Burton Cummings Theatre
3	11	Main Floor	Burton Cummings Theatre
4	11	Main Floor	Burton Cummings Theatre
5	11	Main Floor	Burton Cummings Theatre
6	11	Main Floor	Burton Cummings Theatre
7	11	Main Floor	Burton Cummings Theatre
8	11	Main Floor	Burton Cummings Theatre
9	11	Main Floor	Burton Cummings Theatre
10	11	Main Floor	Burton Cummings Theatre
11	11	Main Floor	Burton Cummings Theatre
12	11	Main Floor	Burton Cummings Theatre
13	11	Main Floor	Burton Cummings Theatre
14	11	Main Floor	Burton Cummings Theatre
15	11	Main Floor	Burton Cummings Theatre
16	11	Main Floor	Burton Cummings Theatre
17	11	Main Floor	Burton Cummings Theatre
18	11	Main Floor	Burton Cummings Theatre
19	11	Main Floor	Burton Cummings Theatre
20	11	Main Floor	Burton Cummings Theatre
21	11	Main Floor	Burton Cummings Theatre
22	11	Main Floor	Burton Cummings Theatre
23	11	Main Floor	Burton Cummings Theatre
24	11	Main Floor	Burton Cummings Theatre
25	11	Main Floor	Burton Cummings Theatre
26	11	Main Floor	Burton Cummings Theatre
27	11	Main Floor	Burton Cummings Theatre
28	11	Main Floor	Burton Cummings Theatre
1	12	Main Floor	Burton Cummings Theatre
2	12	Main Floor	Burton Cummings Theatre
3	12	Main Floor	Burton Cummings Theatre
4	12	Main Floor	Burton Cummings Theatre
5	12	Main Floor	Burton Cummings Theatre
6	12	Main Floor	Burton Cummings Theatre
7	12	Main Floor	Burton Cummings Theatre
8	12	Main Floor	Burton Cummings Theatre
9	12	Main Floor	Burton Cummings Theatre
10	12	Main Floor	Burton Cummings Theatre
11	12	Main Floor	Burton Cummings Theatre
12	12	Main Floor	Burton Cummings Theatre
13	12	Main Floor	Burton Cummings Theatre
14	12	Main Floor	Burton Cummings Theatre
15	12	Main Floor	Burton Cummings Theatre
16	12	Main Floor	Burton Cummings Theatre
17	12	Main Floor	Burton Cummings Theatre
18	12	Main Floor	Burton Cummings Theatre
19	12	Main Floor	Burton Cummings Theatre
20	12	Main Floor	Burton Cummings Theatre
21	12	Main Floor	Burton Cummings Theatre
22	12	Main Floor	Burton Cummings Theatre
23	12	Main Floor	Burton Cummings Theatre
24	12	Main Floor	Burton Cummings Theatre
25	12	Main Floor	Burton Cummings Theatre
26	12	Main Floor	Burton Cummings Theatre
27	12	Main Floor	Burton Cummings Theatre
28	12	Main Floor	Burton Cummings Theatre
1	13	Main Floor	Burton Cummings Theatre
2	13	Main Floor	Burton Cummings Theatre
3	13	Main Floor	Burton Cummings Theatre
4	13	Main Floor	Burton Cummings Theatre
5	13	Main Floor	Burton Cummings Theatre
6	13	Main Floor	Burton Cummings Theatre
7	13	Main Floor	Burton Cummings Theatre
8	13	Main Floor	Burton Cummings Theatre
9	13	Main Floor	Burton Cummings Theatre
10	13	Main Floor	Burton Cummings Theatre
11	13	Main Floor	Burton Cummings Theatre
12	13	Main Floor	Burton Cummings Theatre
13	13	Main Floor	Burton Cummings Theatre
14	13	Main Floor	Burton Cummings Theatre
15	13	Main Floor	Burton Cummings Theatre
16	13	Main Floor	Burton Cummings Theatre
17	13	Main Floor	Burton Cummings Theatre
18	13	Main Floor	Burton Cummings Theatre
19	13	Main Floor	Burton Cummings Theatre
20	13	Main Floor	Burton Cummings Theatre
21	13	Main Floor	Burton Cummings Theatre
22	13	Main Floor	Burton Cummings Theatre
23	13	Main Floor	Burton Cummings Theatre
24	13	Main Floor	Burton Cummings Theatre
25	13	Main Floor	Burton Cummings Theatre
26	13	Main Floor	Burton Cummings Theatre
27	13	Main Floor	Burton Cummings Theatre
28	13	Main Floor	Burton Cummings Theatre
1	14	Main Floor	Burton Cummings Theatre
2	14	Main Floor	Burton Cummings Theatre
3	14	Main Floor	Burton Cummings Theatre
4	14	Main Floor	Burton Cummings Theatre
5	14	Main Floor	Burton Cummings Theatre
6	14	Main Floor	Burton Cummings Theatre
7	14	Main Floor	Burton Cummings Theatre
8	14	Main Floor	Burton Cummings Theatre
9	14	Main Floor	Burton Cummings Theatre
10	14	Main Floor	Burton Cummings Theatre
11	14	Main Floor	Burton Cummings Theatre
12	14	Main Floor	Burton Cummings Theatre
13	14	Main Floor	Burton Cummings Theatre
14	14	Main Floor	Burton Cummings Theatre
15	14	Main Floor	Burton Cummings Theatre
16	14	Main Floor	Burton Cummings Theatre
17	14	Main Floor	Burton Cummings Theatre
18	14	Main Floor	Burton Cummings Theatre
19	14	Main Floor	Burton Cummings Theatre
20	14	Main Floor	Burton Cummings Theatre
21	14	Main Floor	Burton Cummings Theatre
22	14	Main Floor	Burton Cummings Theatre
23	14	Main Floor	Burton Cummings Theatre
24	14	Main Floor	Burton Cummings Theatre
25	14	Main Floor	Burton Cummings Theatre
26	14	Main Floor	Burton Cummings Theatre
27	14	Main Floor	Burton Cummings Theatre
28	14	Main Floor	Burton Cummings Theatre
1	15	Main Floor	Burton Cummings Theatre
2	15	Main Floor	Burton Cummings Theatre
3	15	Main Floor	Burton Cummings Theatre
4	15	Main Floor	Burton Cummings Theatre
5	15	Main Floor	Burton Cummings Theatre
6	15	Main Floor	Burton Cummings Theatre
7	15	Main Floor	Burton Cummings Theatre
8	15	Main Floor	Burton Cummings Theatre
9	15	Main Floor	Burton Cummings Theatre
10	15	Main Floor	Burton Cummings Theatre
11	15	Main Floor	Burton Cummings Theatre
12	15	Main Floor	Burton Cummings Theatre
13	15	Main Floor	Burton Cummings Theatre
14	15	Main Floor	Burton Cummings Theatre
15	15	Main Floor	Burton Cummings Theatre
16	15	Main Floor	Burton Cummings Theatre
17	15	Main Floor	Burton Cummings Theatre
18	15	Main Floor	Burton Cummings Theatre
19	15	Main Floor	Burton Cummings Theatre
20	15	Main Floor	Burton Cummings Theatre
21	15	Main Floor	Burton Cummings Theatre
22	15	Main Floor	Burton Cummings Theatre
23	15	Main Floor	Burton Cummings Theatre
24	15	Main Floor	Burton Cummings Theatre
25	15	Main Floor	Burton Cummings Theatre
26	15	Main Floor	Burton Cummings Theatre
27	15	Main Floor	Burton Cummings Theatre
28	15	Main Floor	Burton Cummings Theatre
1	16	Main Floor	Burton Cummings Theatre
2	16	Main Floor	Burton Cummings Theatre
3	16	Main Floor	Burton Cummings Theatre
4	16	Main Floor	Burton Cummings Theatre
5	16	Main Floor	Burton Cummings Theatre
6	16	Main Floor	Burton Cummings Theatre
7	16	Main Floor	Burton Cummings Theatre
8	16	Main Floor	Burton Cummings Theatre
9	16	Main Floor	Burton Cummings Theatre
10	16	Main Floor	Burton Cummings Theatre
11	16	Main Floor	Burton Cummings Theatre
12	16	Main Floor	Burton Cummings Theatre
13	16	Main Floor	Burton Cummings Theatre
14	16	Main Floor	Burton Cummings Theatre
15	16	Main Floor	Burton Cummings Theatre
16	16	Main Floor	Burton Cummings Theatre
17	16	Main Floor	Burton Cummings Theatre
18	16	Main Floor	Burton Cummings Theatre
19	16	Main Floor	Burton Cummings Theatre
20	16	Main Floor	Burton Cummings Theatre
21	16	Main Floor	Burton Cummings Theatre
22	16	Main Floor	Burton Cummings Theatre
23	16	Main Floor	Burton Cummings Theatre
24	16	Main Floor	Burton Cummings Theatre
25	16	Main Floor	Burton Cummings Theatre
26	16	Main Floor	Burton Cummings Theatre
27	16	Main Floor	Burton Cummings Theatre
28	16	Main Floor	Burton Cummings Theatre
1	17	Main Floor	Burton Cummings Theatre
2	17	Main Floor	Burton Cummings Theatre
3	17	Main Floor	Burton Cummings Theatre
4	17	Main Floor	Burton Cummings Theatre
5	17	Main Floor	Burton Cummings Theatre
6	17	Main Floor	Burton Cummings Theatre
7	17	Main Floor	Burton Cummings Theatre
8	17	Main Floor	Burton Cummings Theatre
9	17	Main Floor	Burton Cummings Theatre
10	17	Main Floor	Burton Cummings Theatre
11	17	Main Floor	Burton Cummings Theatre
12	17	Main Floor	Burton Cummings Theatre
13	17	Main Floor	Burton Cummings Theatre
14	17	Main Floor	Burton Cummings Theatre
15	17	Main Floor	Burton Cummings Theatre
16	17	Main Floor	Burton Cummings Theatre
17	17	Main Floor	Burton Cummings Theatre
18	17	Main Floor	Burton Cummings Theatre
19	17	Main Floor	Burton Cummings Theatre
20	17	Main Floor	Burton Cummings Theatre
21	17	Main Floor	Burton Cummings Theatre
22	17	Main Floor	Burton Cummings Theatre
23	17	Main Floor	Burton Cummings Theatre
24	17	Main Floor	Burton Cummings Theatre
25	17	Main Floor	Burton Cummings Theatre
26	17	Main Floor	Burton Cummings Theatre
27	17	Main Floor	Burton Cummings Theatre
28	17	Main Floor	Burton Cummings Theatre
1	18	Main Floor	Burton Cummings Theatre
2	18	Main Floor	Burton Cummings Theatre
3	18	Main Floor	Burton Cummings Theatre
4	18	Main Floor	Burton Cummings Theatre
5	18	Main Floor	Burton Cummings Theatre
6	18	Main Floor	Burton Cummings Theatre
7	18	Main Floor	Burton Cummings Theatre
8	18	Main Floor	Burton Cummings Theatre
9	18	Main Floor	Burton Cummings Theatre
10	18	Main Floor	Burton Cummings Theatre
11	18	Main Floor	Burton Cummings Theatre
12	18	Main Floor	Burton Cummings Theatre
13	18	Main Floor	Burton Cummings Theatre
14	18	Main Floor	Burton Cummings Theatre
15	18	Main Floor	Burton Cummings Theatre
16	18	Main Floor	Burton Cummings Theatre
17	18	Main Floor	Burton Cummings Theatre
18	18	Main Floor	Burton Cummings Theatre
19	18	Main Floor	Burton Cummings Theatre
20	18	Main Floor	Burton Cummings Theatre
21	18	Main Floor	Burton Cummings Theatre
22	18	Main Floor	Burton Cummings Theatre
23	18	Main Floor	Burton Cummings Theatre
24	18	Main Floor	Burton Cummings Theatre
25	18	Main Floor	Burton Cummings Theatre
26	18	Main Floor	Burton Cummings Theatre
27	18	Main Floor	Burton Cummings Theatre
28	18	Main Floor	Burton Cummings Theatre
1	19	Main Floor	Burton Cummings Theatre
2	19	Main Floor	Burton Cummings Theatre
3	19	Main Floor	Burton Cummings Theatre
4	19	Main Floor	Burton Cummings Theatre
5	19	Main Floor	Burton Cummings Theatre
6	19	Main Floor	Burton Cummings Theatre
7	19	Main Floor	Burton Cummings Theatre
8	19	Main Floor	Burton Cummings Theatre
9	19	Main Floor	Burton Cummings Theatre
10	19	Main Floor	Burton Cummings Theatre
11	19	Main Floor	Burton Cummings Theatre
12	19	Main Floor	Burton Cummings Theatre
13	19	Main Floor	Burton Cummings Theatre
14	19	Main Floor	Burton Cummings Theatre
15	19	Main Floor	Burton Cummings Theatre
16	19	Main Floor	Burton Cummings Theatre
17	19	Main Floor	Burton Cummings Theatre
18	19	Main Floor	Burton Cummings Theatre
19	19	Main Floor	Burton Cummings Theatre
20	19	Main Floor	Burton Cummings Theatre
21	19	Main Floor	Burton Cummings Theatre
22	19	Main Floor	Burton Cummings Theatre
23	19	Main Floor	Burton Cummings Theatre
24	19	Main Floor	Burton Cummings Theatre
25	19	Main Floor	Burton Cummings Theatre
26	19	Main Floor	Burton Cummings Theatre
27	19	Main Floor	Burton Cummings Theatre
28	19	Main Floor	Burton Cummings Theatre
1	20	Main Floor	Burton Cummings Theatre
2	20	Main Floor	Burton Cummings Theatre
3	20	Main Floor	Burton Cummings Theatre
4	20	Main Floor	Burton Cummings Theatre
5	20	Main Floor	Burton Cummings Theatre
6	20	Main Floor	Burton Cummings Theatre
7	20	Main Floor	Burton Cummings Theatre
8	20	Main Floor	Burton Cummings Theatre
9	20	Main Floor	Burton Cummings Theatre
10	20	Main Floor	Burton Cummings Theatre
11	20	Main Floor	Burton Cummings Theatre
12	20	Main Floor	Burton Cummings Theatre
13	20	Main Floor	Burton Cummings Theatre
14	20	Main Floor	Burton Cummings Theatre
15	20	Main Floor	Burton Cummings Theatre
16	20	Main Floor	Burton Cummings Theatre
17	20	Main Floor	Burton Cummings Theatre
18	20	Main Floor	Burton Cummings Theatre
19	20	Main Floor	Burton Cummings Theatre
20	20	Main Floor	Burton Cummings Theatre
21	20	Main Floor	Burton Cummings Theatre
22	20	Main Floor	Burton Cummings Theatre
23	20	Main Floor	Burton Cummings Theatre
24	20	Main Floor	Burton Cummings Theatre
25	20	Main Floor	Burton Cummings Theatre
26	20	Main Floor	Burton Cummings Theatre
27	20	Main Floor	Burton Cummings Theatre
28	20	Main Floor	Burton Cummings Theatre
