tid	seat	row	section_name	venue_name
4424	8	14	Main Floor	Capitol Theatre Windsor
4425	9	14	Main Floor	Capitol Theatre Windsor
4426	10	14	Main Floor	Capitol Theatre Windsor
4427	11	14	Main Floor	Capitol Theatre Windsor
4428	12	14	Main Floor	Capitol Theatre Windsor
4429	13	14	Main Floor	Capitol Theatre Windsor
4430	14	14	Main Floor	Capitol Theatre Windsor
4431	15	14	Main Floor	Capitol Theatre Windsor
4432	16	14	Main Floor	Capitol Theatre Windsor
4433	17	14	Main Floor	Capitol Theatre Windsor
4434	18	14	Main Floor	Capitol Theatre Windsor
4435	19	14	Main Floor	Capitol Theatre Windsor
4436	20	14	Main Floor	Capitol Theatre Windsor
4437	21	14	Main Floor	Capitol Theatre Windsor
4438	22	14	Main Floor	Capitol Theatre Windsor
4439	23	14	Main Floor	Capitol Theatre Windsor
4440	24	14	Main Floor	Capitol Theatre Windsor
4441	25	14	Main Floor	Capitol Theatre Windsor
4442	1	15	Main Floor	Capitol Theatre Windsor
4443	2	15	Main Floor	Capitol Theatre Windsor
4444	3	15	Main Floor	Capitol Theatre Windsor
4445	4	15	Main Floor	Capitol Theatre Windsor
4446	5	15	Main Floor	Capitol Theatre Windsor
4447	6	15	Main Floor	Capitol Theatre Windsor
4448	7	15	Main Floor	Capitol Theatre Windsor
4449	8	15	Main Floor	Capitol Theatre Windsor
4450	9	15	Main Floor	Capitol Theatre Windsor
4451	10	15	Main Floor	Capitol Theatre Windsor
4452	11	15	Main Floor	Capitol Theatre Windsor
4453	12	15	Main Floor	Capitol Theatre Windsor
4454	13	15	Main Floor	Capitol Theatre Windsor
4455	14	15	Main Floor	Capitol Theatre Windsor
4456	15	15	Main Floor	Capitol Theatre Windsor
4457	16	15	Main Floor	Capitol Theatre Windsor
4458	17	15	Main Floor	Capitol Theatre Windsor
4459	18	15	Main Floor	Capitol Theatre Windsor
4460	19	15	Main Floor	Capitol Theatre Windsor
4461	20	15	Main Floor	Capitol Theatre Windsor
4462	21	15	Main Floor	Capitol Theatre Windsor
4463	22	15	Main Floor	Capitol Theatre Windsor
4464	23	15	Main Floor	Capitol Theatre Windsor
4465	24	15	Main Floor	Capitol Theatre Windsor
4466	25	15	Main Floor	Capitol Theatre Windsor
4467	1	16	Main Floor	Capitol Theatre Windsor
4468	2	16	Main Floor	Capitol Theatre Windsor
4469	3	16	Main Floor	Capitol Theatre Windsor
4470	4	16	Main Floor	Capitol Theatre Windsor
4471	5	16	Main Floor	Capitol Theatre Windsor
4472	6	16	Main Floor	Capitol Theatre Windsor
4473	7	16	Main Floor	Capitol Theatre Windsor
4474	8	16	Main Floor	Capitol Theatre Windsor
4475	9	16	Main Floor	Capitol Theatre Windsor
4476	10	16	Main Floor	Capitol Theatre Windsor
4477	11	16	Main Floor	Capitol Theatre Windsor
4478	12	16	Main Floor	Capitol Theatre Windsor
4479	13	16	Main Floor	Capitol Theatre Windsor
4480	14	16	Main Floor	Capitol Theatre Windsor
4481	15	16	Main Floor	Capitol Theatre Windsor
4482	16	16	Main Floor	Capitol Theatre Windsor
4483	17	16	Main Floor	Capitol Theatre Windsor
4484	18	16	Main Floor	Capitol Theatre Windsor
4485	19	16	Main Floor	Capitol Theatre Windsor
4486	20	16	Main Floor	Capitol Theatre Windsor
4487	21	16	Main Floor	Capitol Theatre Windsor
4488	22	16	Main Floor	Capitol Theatre Windsor
4489	23	16	Main Floor	Capitol Theatre Windsor
4490	24	16	Main Floor	Capitol Theatre Windsor
4491	25	16	Main Floor	Capitol Theatre Windsor
4492	1	17	Main Floor	Capitol Theatre Windsor
4493	2	17	Main Floor	Capitol Theatre Windsor
4494	3	17	Main Floor	Capitol Theatre Windsor
4495	4	17	Main Floor	Capitol Theatre Windsor
4496	5	17	Main Floor	Capitol Theatre Windsor
4497	6	17	Main Floor	Capitol Theatre Windsor
4498	7	17	Main Floor	Capitol Theatre Windsor
4499	8	17	Main Floor	Capitol Theatre Windsor
4500	9	17	Main Floor	Capitol Theatre Windsor
4501	10	17	Main Floor	Capitol Theatre Windsor
4502	11	17	Main Floor	Capitol Theatre Windsor
4503	12	17	Main Floor	Capitol Theatre Windsor
4504	13	17	Main Floor	Capitol Theatre Windsor
4505	14	17	Main Floor	Capitol Theatre Windsor
4506	15	17	Main Floor	Capitol Theatre Windsor
4507	16	17	Main Floor	Capitol Theatre Windsor
4508	17	17	Main Floor	Capitol Theatre Windsor
4509	18	17	Main Floor	Capitol Theatre Windsor
4510	19	17	Main Floor	Capitol Theatre Windsor
4511	20	17	Main Floor	Capitol Theatre Windsor
4512	21	17	Main Floor	Capitol Theatre Windsor
4513	22	17	Main Floor	Capitol Theatre Windsor
4514	23	17	Main Floor	Capitol Theatre Windsor
4515	24	17	Main Floor	Capitol Theatre Windsor
4516	25	17	Main Floor	Capitol Theatre Windsor
4517	1	18	Main Floor	Capitol Theatre Windsor
4518	2	18	Main Floor	Capitol Theatre Windsor
4519	3	18	Main Floor	Capitol Theatre Windsor
4520	4	18	Main Floor	Capitol Theatre Windsor
4521	5	18	Main Floor	Capitol Theatre Windsor
4522	6	18	Main Floor	Capitol Theatre Windsor
4523	7	18	Main Floor	Capitol Theatre Windsor
4524	8	18	Main Floor	Capitol Theatre Windsor
4525	9	18	Main Floor	Capitol Theatre Windsor
4526	10	18	Main Floor	Capitol Theatre Windsor
4527	11	18	Main Floor	Capitol Theatre Windsor
4528	12	18	Main Floor	Capitol Theatre Windsor
4529	13	18	Main Floor	Capitol Theatre Windsor
4530	14	18	Main Floor	Capitol Theatre Windsor
4531	15	18	Main Floor	Capitol Theatre Windsor
4532	16	18	Main Floor	Capitol Theatre Windsor
4533	17	18	Main Floor	Capitol Theatre Windsor
4534	18	18	Main Floor	Capitol Theatre Windsor
4535	19	18	Main Floor	Capitol Theatre Windsor
4536	20	18	Main Floor	Capitol Theatre Windsor
4537	21	18	Main Floor	Capitol Theatre Windsor
4538	22	18	Main Floor	Capitol Theatre Windsor
4539	23	18	Main Floor	Capitol Theatre Windsor
4540	24	18	Main Floor	Capitol Theatre Windsor
4541	25	18	Main Floor	Capitol Theatre Windsor
4542	1	19	Main Floor	Capitol Theatre Windsor
4543	2	19	Main Floor	Capitol Theatre Windsor
4544	3	19	Main Floor	Capitol Theatre Windsor
4545	4	19	Main Floor	Capitol Theatre Windsor
4546	5	19	Main Floor	Capitol Theatre Windsor
4547	6	19	Main Floor	Capitol Theatre Windsor
4548	7	19	Main Floor	Capitol Theatre Windsor
4549	8	19	Main Floor	Capitol Theatre Windsor
4550	9	19	Main Floor	Capitol Theatre Windsor
4551	10	19	Main Floor	Capitol Theatre Windsor
4552	11	19	Main Floor	Capitol Theatre Windsor
4553	12	19	Main Floor	Capitol Theatre Windsor
4554	13	19	Main Floor	Capitol Theatre Windsor
4555	14	19	Main Floor	Capitol Theatre Windsor
4556	15	19	Main Floor	Capitol Theatre Windsor
4557	16	19	Main Floor	Capitol Theatre Windsor
4558	17	19	Main Floor	Capitol Theatre Windsor
4559	18	19	Main Floor	Capitol Theatre Windsor
4560	19	19	Main Floor	Capitol Theatre Windsor
4561	20	19	Main Floor	Capitol Theatre Windsor
4562	21	19	Main Floor	Capitol Theatre Windsor
4563	22	19	Main Floor	Capitol Theatre Windsor
4564	23	19	Main Floor	Capitol Theatre Windsor
4565	24	19	Main Floor	Capitol Theatre Windsor
4566	25	19	Main Floor	Capitol Theatre Windsor
4567	1	20	Main Floor	Capitol Theatre Windsor
4568	2	20	Main Floor	Capitol Theatre Windsor
4569	3	20	Main Floor	Capitol Theatre Windsor
4570	4	20	Main Floor	Capitol Theatre Windsor
4571	5	20	Main Floor	Capitol Theatre Windsor
4572	6	20	Main Floor	Capitol Theatre Windsor
4573	7	20	Main Floor	Capitol Theatre Windsor
4574	8	20	Main Floor	Capitol Theatre Windsor
4575	9	20	Main Floor	Capitol Theatre Windsor
4576	10	20	Main Floor	Capitol Theatre Windsor
4577	11	20	Main Floor	Capitol Theatre Windsor
4578	12	20	Main Floor	Capitol Theatre Windsor
4579	13	20	Main Floor	Capitol Theatre Windsor
4580	14	20	Main Floor	Capitol Theatre Windsor
4581	15	20	Main Floor	Capitol Theatre Windsor
4582	16	20	Main Floor	Capitol Theatre Windsor
4583	17	20	Main Floor	Capitol Theatre Windsor
4584	18	20	Main Floor	Capitol Theatre Windsor
4585	19	20	Main Floor	Capitol Theatre Windsor
4586	20	20	Main Floor	Capitol Theatre Windsor
4587	21	20	Main Floor	Capitol Theatre Windsor
4588	22	20	Main Floor	Capitol Theatre Windsor
4589	23	20	Main Floor	Capitol Theatre Windsor
4590	24	20	Main Floor	Capitol Theatre Windsor
4591	25	20	Main Floor	Capitol Theatre Windsor
4592	20	4	Upper Circle	Vogue Theatre
4593	9	1	Orchestra	Vogue Theatre
4594	7	4	Upper Circle	Vogue Theatre
4595	22	2	Upper Circle	Vogue Theatre
4596	3	2	Upper Circle	Vogue Theatre
4597	7	3	Upper Circle	Vogue Theatre
4598	21	19	Orchestra	Vogue Theatre
4599	13	2	Orchestra	Vogue Theatre
4600	24	9	Dress Circle	Vogue Theatre
4601	2	3	Dress Circle	Vogue Theatre
4602	23	18	Orchestra	Vogue Theatre
4603	16	9	Dress Circle	Vogue Theatre
4604	23	1	Orchestra	Vogue Theatre
4605	6	5	Upper Circle	Vogue Theatre
4606	12	2	Dress Circle	Vogue Theatre
4607	19	3	Dress Circle	Vogue Theatre
4608	11	18	Orchestra	Vogue Theatre
4609	22	24	Orchestra	Vogue Theatre
4610	18	16	Orchestra	Vogue Theatre
4611	5	16	Orchestra	Vogue Theatre
4612	10	5	Orchestra	Vogue Theatre
4613	13	3	Upper Circle	Vogue Theatre
4614	5	1	Upper Circle	Vogue Theatre
4615	13	10	Dress Circle	Vogue Theatre
4616	18	21	Orchestra	Vogue Theatre
4617	11	6	Orchestra	Vogue Theatre
4618	1	3	Upper Circle	Vogue Theatre
4619	12	10	Orchestra	Vogue Theatre
4620	4	10	Dress Circle	Vogue Theatre
4621	22	3	Upper Circle	Vogue Theatre
4622	16	1	Orchestra	Vogue Theatre
4623	8	20	Orchestra	Vogue Theatre
4624	24	4	Orchestra	Vogue Theatre
4625	12	27	Orchestra	Vogue Theatre
4626	13	5	Dress Circle	Vogue Theatre
4627	19	15	Orchestra	Vogue Theatre
4628	25	12	Dress Circle	Vogue Theatre
4629	11	12	Dress Circle	Vogue Theatre
4630	13	3	Orchestra	Vogue Theatre
4631	21	1	Upper Circle	Vogue Theatre
4632	4	3	Dress Circle	Vogue Theatre
4633	22	25	Orchestra	Vogue Theatre
4634	2	10	Dress Circle	Vogue Theatre
4635	14	5	Upper Circle	Vogue Theatre
4636	11	9	Dress Circle	Vogue Theatre
4637	21	22	Orchestra	Vogue Theatre
4638	21	6	Dress Circle	Vogue Theatre
4639	15	1	Upper Circle	Vogue Theatre
4640	7	15	Orchestra	Vogue Theatre
4641	10	11	Orchestra	Vogue Theatre
4642	17	7	Dress Circle	Vogue Theatre
4643	2	10	Upper Circle	Vogue Theatre
4644	7	8	Dress Circle	Vogue Theatre
4645	9	4	Dress Circle	Vogue Theatre
4646	23	21	Orchestra	Vogue Theatre
4647	11	3	Orchestra	Vogue Theatre
4648	9	11	Orchestra	Vogue Theatre
4649	24	6	Dress Circle	Vogue Theatre
4650	15	14	Dress Circle	Vogue Theatre
4651	11	9	Orchestra	Vogue Theatre
4652	10	1	Orchestra	Vogue Theatre
4653	15	9	Upper Circle	Vogue Theatre
4654	15	1	Dress Circle	Vogue Theatre
4655	11	9	Upper Circle	Vogue Theatre
4656	16	2	Dress Circle	Vogue Theatre
4657	7	7	Orchestra	Vogue Theatre
4658	2	5	Upper Circle	Vogue Theatre
4659	8	10	Upper Circle	Vogue Theatre
4660	25	1	Orchestra	Vogue Theatre
4661	16	17	Orchestra	Vogue Theatre
4662	3	5	Dress Circle	Vogue Theatre
4663	7	27	Orchestra	Vogue Theatre
4664	4	9	Dress Circle	Vogue Theatre
4665	11	13	Dress Circle	Vogue Theatre
4666	16	11	Dress Circle	Vogue Theatre
4667	25	19	Orchestra	Vogue Theatre
4668	4	26	Orchestra	Vogue Theatre
4669	1	9	Orchestra	Vogue Theatre
4670	4	6	Orchestra	Vogue Theatre
4671	20	1	Orchestra	Vogue Theatre
4672	17	9	Upper Circle	Vogue Theatre
4673	15	22	Orchestra	Vogue Theatre
4674	3	4	Dress Circle	Vogue Theatre
4675	6	6	Upper Circle	Vogue Theatre
4676	4	7	Upper Circle	Vogue Theatre
4677	3	12	Dress Circle	Vogue Theatre
4678	24	26	Orchestra	Vogue Theatre
4679	17	28	Orchestra	Vogue Theatre
4680	13	1	Orchestra	Vogue Theatre
4681	7	7	Upper Circle	Vogue Theatre
4682	10	7	Dress Circle	Vogue Theatre
4683	23	27	Orchestra	Vogue Theatre
4684	9	6	Orchestra	Vogue Theatre
4685	19	22	Orchestra	Vogue Theatre
4686	8	9	Upper Circle	Vogue Theatre
4687	16	28	Orchestra	Vogue Theatre
4688	18	1	Upper Circle	Vogue Theatre
4689	6	26	Orchestra	Vogue Theatre
4690	23	2	Orchestra	Vogue Theatre
4691	18	10	Orchestra	Vogue Theatre
4692	21	4	Dress Circle	Vogue Theatre
4693	21	17	Orchestra	Vogue Theatre
4694	14	12	Dress Circle	Vogue Theatre
4695	4	13	Dress Circle	Vogue Theatre
4696	12	9	Upper Circle	Vogue Theatre
4697	1	6	Dress Circle	Vogue Theatre
4698	6	3	Dress Circle	Vogue Theatre
4699	23	25	Orchestra	Vogue Theatre
4700	22	12	Dress Circle	Vogue Theatre
4701	14	6	Orchestra	Vogue Theatre
4702	17	5	Dress Circle	Vogue Theatre
4703	13	27	Orchestra	Vogue Theatre
4704	6	19	Orchestra	Vogue Theatre
4705	17	5	Upper Circle	Vogue Theatre
4706	9	2	Dress Circle	Vogue Theatre
4707	21	16	Orchestra	Vogue Theatre
4708	19	17	Orchestra	Vogue Theatre
4709	22	5	Dress Circle	Vogue Theatre
4710	22	22	Orchestra	Vogue Theatre
4711	3	6	Upper Circle	Vogue Theatre
4712	19	20	Orchestra	Vogue Theatre
4713	23	9	Orchestra	Vogue Theatre
4714	14	7	Orchestra	Vogue Theatre
4715	7	1	Dress Circle	Vogue Theatre
4716	4	8	Dress Circle	Vogue Theatre
4717	8	19	Orchestra	Vogue Theatre
4718	5	11	Orchestra	Vogue Theatre
4719	23	24	Orchestra	Vogue Theatre
4720	14	10	Upper Circle	Vogue Theatre
4721	8	12	Dress Circle	Vogue Theatre
4722	17	27	Orchestra	Vogue Theatre
4723	20	5	Dress Circle	Vogue Theatre
4724	15	11	Dress Circle	Vogue Theatre
4725	9	12	Dress Circle	Vogue Theatre
4726	2	8	Upper Circle	Vogue Theatre
4727	7	3	Orchestra	Vogue Theatre
4728	25	10	Dress Circle	Vogue Theatre
4729	17	2	Orchestra	Vogue Theatre
4730	6	10	Orchestra	Vogue Theatre
4731	24	13	Dress Circle	Vogue Theatre
4732	13	11	Dress Circle	Vogue Theatre
4733	3	9	Upper Circle	Vogue Theatre
4734	11	16	Orchestra	Vogue Theatre
4735	17	8	Dress Circle	Vogue Theatre
4736	5	1	Orchestra	Vogue Theatre
4737	22	17	Orchestra	Vogue Theatre
4738	7	26	Orchestra	Vogue Theatre
4739	7	5	Upper Circle	Vogue Theatre
4740	20	16	Orchestra	Vogue Theatre
4741	18	14	Orchestra	Vogue Theatre
4742	4	23	Orchestra	Vogue Theatre
4743	3	4	Orchestra	Vogue Theatre
4744	9	13	Dress Circle	Vogue Theatre
4745	7	10	Dress Circle	Vogue Theatre
4746	18	14	Dress Circle	Vogue Theatre
4747	7	5	Dress Circle	Vogue Theatre
4748	20	1	Upper Circle	Vogue Theatre
4749	14	13	Orchestra	Vogue Theatre
4750	3	22	Orchestra	Vogue Theatre
4751	20	9	Orchestra	Vogue Theatre
4752	2	12	Orchestra	Vogue Theatre
4753	23	17	Orchestra	Vogue Theatre
4754	17	14	Orchestra	Vogue Theatre
4755	23	23	Orchestra	Vogue Theatre
4756	17	25	Orchestra	Vogue Theatre
4757	2	4	Upper Circle	Vogue Theatre
4758	13	21	Orchestra	Vogue Theatre
4759	6	8	Dress Circle	Vogue Theatre
4760	24	13	Orchestra	Vogue Theatre
4761	5	2	Orchestra	Vogue Theatre
4762	19	28	Orchestra	Vogue Theatre
4763	10	21	Orchestra	Vogue Theatre
4764	7	24	Orchestra	Vogue Theatre
4765	1	5	Upper Circle	Vogue Theatre
4766	3	5	Orchestra	Vogue Theatre
4767	18	18	Orchestra	Vogue Theatre
4768	21	14	Dress Circle	Vogue Theatre
4769	12	9	Orchestra	Vogue Theatre
4770	3	1	Dress Circle	Vogue Theatre
4771	19	11	Dress Circle	Vogue Theatre
4772	21	8	Dress Circle	Vogue Theatre
4773	5	9	Orchestra	Vogue Theatre
4774	13	19	Orchestra	Vogue Theatre
4775	5	5	Orchestra	Vogue Theatre
4776	10	3	Dress Circle	Vogue Theatre
4777	5	8	Orchestra	Vogue Theatre
4778	13	9	Orchestra	Vogue Theatre
4779	7	9	Upper Circle	Vogue Theatre
4780	8	15	Orchestra	Vogue Theatre
4781	24	24	Orchestra	Vogue Theatre
4782	16	11	Orchestra	Vogue Theatre
4783	25	16	Orchestra	Vogue Theatre
4784	21	13	Orchestra	Vogue Theatre
4785	8	10	Orchestra	Vogue Theatre
4786	19	4	Upper Circle	Vogue Theatre
4787	9	20	Orchestra	Vogue Theatre
4788	7	11	Orchestra	Vogue Theatre
4789	24	2	Dress Circle	Vogue Theatre
4790	23	19	Orchestra	Vogue Theatre
4791	3	2	Orchestra	Vogue Theatre
4792	6	2	Orchestra	Vogue Theatre
4793	2	6	Upper Circle	Vogue Theatre
4794	16	5	Upper Circle	Vogue Theatre
4795	18	7	Dress Circle	Vogue Theatre
4796	1	4	Dress Circle	Vogue Theatre
4797	10	25	Orchestra	Vogue Theatre
4798	15	6	Orchestra	Vogue Theatre
4799	22	26	Orchestra	Vogue Theatre
4800	17	13	Dress Circle	Vogue Theatre
4801	15	8	Orchestra	Vogue Theatre
4802	23	3	Upper Circle	Vogue Theatre
4803	9	28	Orchestra	Vogue Theatre
4804	22	21	Orchestra	Vogue Theatre
4805	11	27	Orchestra	Vogue Theatre
4806	1	10	Orchestra	Vogue Theatre
4807	21	1	Dress Circle	Vogue Theatre
4808	9	10	Upper Circle	Vogue Theatre
4809	2	9	Orchestra	Vogue Theatre
4810	5	4	Upper Circle	Vogue Theatre
4811	9	1	Dress Circle	Vogue Theatre
4812	14	8	Upper Circle	Vogue Theatre
4813	16	1	Upper Circle	Vogue Theatre
4814	7	6	Upper Circle	Vogue Theatre
4815	3	16	Orchestra	Vogue Theatre
4816	18	1	Orchestra	Vogue Theatre
4817	5	3	Upper Circle	Vogue Theatre
4818	17	3	Dress Circle	Vogue Theatre
4819	16	7	Upper Circle	Vogue Theatre
4820	9	7	Upper Circle	Vogue Theatre
4821	12	12	Dress Circle	Vogue Theatre
4822	13	7	Dress Circle	Vogue Theatre
4823	16	23	Orchestra	Vogue Theatre
4824	9	8	Dress Circle	Vogue Theatre
4825	2	27	Orchestra	Vogue Theatre
4826	13	18	Orchestra	Vogue Theatre
4827	5	9	Dress Circle	Vogue Theatre
4828	5	10	Upper Circle	Vogue Theatre
4829	3	21	Orchestra	Vogue Theatre
4830	6	24	Orchestra	Vogue Theatre
4831	12	11	Dress Circle	Vogue Theatre
4832	1	2	Dress Circle	Vogue Theatre
4833	19	1	Upper Circle	Vogue Theatre
4834	1	8	Dress Circle	Vogue Theatre
4835	2	17	Orchestra	Vogue Theatre
4836	22	19	Orchestra	Vogue Theatre
4837	7	12	Orchestra	Vogue Theatre
4838	25	7	Orchestra	Vogue Theatre
4839	24	11	Orchestra	Vogue Theatre
4840	4	9	Orchestra	Vogue Theatre
4841	16	13	Dress Circle	Vogue Theatre
4842	19	13	Dress Circle	Vogue Theatre
4843	7	9	Dress Circle	Vogue Theatre
4844	15	10	Upper Circle	Vogue Theatre
4845	1	2	Upper Circle	Vogue Theatre
4846	14	12	Orchestra	Vogue Theatre
4847	13	14	Orchestra	Vogue Theatre
4848	2	7	Dress Circle	Vogue Theatre
4849	19	4	Dress Circle	Vogue Theatre
4850	20	27	Orchestra	Vogue Theatre
4851	21	20	Orchestra	Vogue Theatre
4852	21	1	Orchestra	Vogue Theatre
4853	21	12	Dress Circle	Vogue Theatre
4854	10	23	Orchestra	Vogue Theatre
4855	4	17	Orchestra	Vogue Theatre
4856	7	16	Orchestra	Vogue Theatre
4857	1	18	Orchestra	Vogue Theatre
4858	24	23	Orchestra	Vogue Theatre
4859	13	8	Dress Circle	Vogue Theatre
4860	14	2	Upper Circle	Vogue Theatre
4861	20	3	Dress Circle	Vogue Theatre
4862	2	23	Orchestra	Vogue Theatre
4863	1	8	Upper Circle	Vogue Theatre
4864	9	10	Orchestra	Vogue Theatre
4865	22	14	Dress Circle	Vogue Theatre
4866	9	9	Dress Circle	Vogue Theatre
4867	20	25	Orchestra	Vogue Theatre
4868	22	2	Dress Circle	Vogue Theatre
4869	18	10	Upper Circle	Vogue Theatre
4870	19	12	Orchestra	Vogue Theatre
4871	11	5	Upper Circle	Vogue Theatre
4872	17	16	Orchestra	Vogue Theatre
4873	2	5	Orchestra	Vogue Theatre
4874	17	6	Dress Circle	Vogue Theatre
4875	3	7	Upper Circle	Vogue Theatre
4876	9	14	Dress Circle	Vogue Theatre
4877	11	8	Orchestra	Vogue Theatre
4878	20	7	Dress Circle	Vogue Theatre
4879	25	25	Orchestra	Vogue Theatre
4880	25	18	Orchestra	Vogue Theatre
4881	7	13	Dress Circle	Vogue Theatre
4882	1	5	Dress Circle	Vogue Theatre
4883	24	6	Orchestra	Vogue Theatre
4884	8	3	Dress Circle	Vogue Theatre
4885	25	23	Orchestra	Vogue Theatre
4886	25	27	Orchestra	Vogue Theatre
4887	19	24	Orchestra	Vogue Theatre
4888	15	11	Orchestra	Vogue Theatre
4889	22	13	Orchestra	Vogue Theatre
4890	12	4	Dress Circle	Vogue Theatre
4891	20	10	Orchestra	Vogue Theatre
4892	6	2	Dress Circle	Vogue Theatre
4893	12	3	Dress Circle	Vogue Theatre
4894	16	8	Upper Circle	Vogue Theatre
4895	17	3	Orchestra	Vogue Theatre
4896	19	9	Dress Circle	Vogue Theatre
4897	19	19	Orchestra	Vogue Theatre
4898	23	1	Dress Circle	Vogue Theatre
4899	19	10	Dress Circle	Vogue Theatre
4900	18	11	Orchestra	Vogue Theatre
4901	22	18	Orchestra	Vogue Theatre
4902	5	5	Upper Circle	Vogue Theatre
4903	4	4	Upper Circle	Vogue Theatre
4904	10	13	Dress Circle	Vogue Theatre
4905	20	5	Upper Circle	Vogue Theatre
4906	19	5	Orchestra	Vogue Theatre
4907	15	2	Orchestra	Vogue Theatre
4908	19	7	Dress Circle	Vogue Theatre
4909	6	11	Dress Circle	Vogue Theatre
4910	9	21	Orchestra	Vogue Theatre
4911	13	7	Orchestra	Vogue Theatre
4912	24	21	Orchestra	Vogue Theatre
4913	11	11	Orchestra	Vogue Theatre
4914	13	3	Dress Circle	Vogue Theatre
4915	15	10	Dress Circle	Vogue Theatre
4916	14	5	Orchestra	Vogue Theatre
4917	14	10	Dress Circle	Vogue Theatre
4918	19	8	Dress Circle	Vogue Theatre
4919	1	19	Orchestra	Vogue Theatre
4920	21	23	Orchestra	Vogue Theatre
4921	16	25	Orchestra	Vogue Theatre
4922	10	8	Dress Circle	Vogue Theatre
4923	20	8	Dress Circle	Vogue Theatre
4924	24	27	Orchestra	Vogue Theatre
4925	2	13	Orchestra	Vogue Theatre
4926	4	18	Orchestra	Vogue Theatre
4927	18	4	Dress Circle	Vogue Theatre
4928	20	23	Orchestra	Vogue Theatre
4929	12	9	Dress Circle	Vogue Theatre
4930	11	4	Orchestra	Vogue Theatre
4931	10	6	Dress Circle	Vogue Theatre
4932	22	8	Upper Circle	Vogue Theatre
4933	16	4	Orchestra	Vogue Theatre
4934	22	10	Orchestra	Vogue Theatre
4935	24	14	Orchestra	Vogue Theatre
4936	20	1	Dress Circle	Vogue Theatre
4937	25	9	Orchestra	Vogue Theatre
4938	21	6	Upper Circle	Vogue Theatre
4939	10	8	Upper Circle	Vogue Theatre
4940	20	22	Orchestra	Vogue Theatre
4941	18	27	Orchestra	Vogue Theatre
4942	4	9	Upper Circle	Vogue Theatre
4943	5	7	Upper Circle	Vogue Theatre
4944	25	13	Orchestra	Vogue Theatre
4945	20	18	Orchestra	Vogue Theatre
4946	21	7	Orchestra	Vogue Theatre
4947	22	9	Upper Circle	Vogue Theatre
4948	24	17	Orchestra	Vogue Theatre
4949	25	14	Orchestra	Vogue Theatre
4950	12	4	Upper Circle	Vogue Theatre
4951	18	2	Orchestra	Vogue Theatre
4952	10	10	Dress Circle	Vogue Theatre
4953	23	22	Orchestra	Vogue Theatre
4954	5	19	Orchestra	Vogue Theatre
4955	7	2	Dress Circle	Vogue Theatre
4956	12	3	Orchestra	Vogue Theatre
4957	11	14	Dress Circle	Vogue Theatre
4958	10	28	Orchestra	Vogue Theatre
4959	18	7	Upper Circle	Vogue Theatre
4960	23	13	Dress Circle	Vogue Theatre
4961	12	2	Orchestra	Vogue Theatre
4962	12	28	Orchestra	Vogue Theatre
4963	23	8	Dress Circle	Vogue Theatre
4964	15	26	Orchestra	Vogue Theatre
4965	12	5	Dress Circle	Vogue Theatre
4966	14	18	Orchestra	Vogue Theatre
4967	17	14	Dress Circle	Vogue Theatre
4968	22	12	Orchestra	Vogue Theatre
4969	6	14	Dress Circle	Vogue Theatre
4970	18	4	Upper Circle	Vogue Theatre
4971	1	13	Orchestra	Vogue Theatre
4972	6	10	Dress Circle	Vogue Theatre
4973	20	15	Orchestra	Vogue Theatre
4974	8	2	Orchestra	Vogue Theatre
4975	7	6	Dress Circle	Vogue Theatre
4976	5	18	Orchestra	Vogue Theatre
4977	4	27	Orchestra	Vogue Theatre
4978	9	3	Upper Circle	Vogue Theatre
4979	21	5	Orchestra	Vogue Theatre
4980	17	5	Orchestra	Vogue Theatre
4981	24	1	Orchestra	Vogue Theatre
4982	18	3	Orchestra	Vogue Theatre
4983	25	24	Orchestra	Vogue Theatre
4984	22	13	Dress Circle	Vogue Theatre
4985	18	8	Upper Circle	Vogue Theatre
4986	18	19	Orchestra	Vogue Theatre
4987	8	5	Orchestra	Vogue Theatre
4988	14	3	Dress Circle	Vogue Theatre
4989	6	9	Orchestra	Vogue Theatre
4990	16	6	Orchestra	Vogue Theatre
4991	11	23	Orchestra	Vogue Theatre
4992	13	10	Upper Circle	Vogue Theatre
4993	7	11	Dress Circle	Vogue Theatre
4994	24	8	Dress Circle	Vogue Theatre
4995	22	16	Orchestra	Vogue Theatre
4996	5	21	Orchestra	Vogue Theatre
4997	15	2	Dress Circle	Vogue Theatre
4998	9	19	Orchestra	Vogue Theatre
4999	11	10	Upper Circle	Vogue Theatre
5000	20	10	Dress Circle	Vogue Theatre
5001	15	16	Orchestra	Vogue Theatre
5002	22	6	Orchestra	Vogue Theatre
5003	13	16	Orchestra	Vogue Theatre
5004	11	21	Orchestra	Vogue Theatre
5005	13	6	Upper Circle	Vogue Theatre
5006	4	10	Upper Circle	Vogue Theatre
5007	1	10	Upper Circle	Vogue Theatre
5008	3	8	Orchestra	Vogue Theatre
5009	20	6	Dress Circle	Vogue Theatre
5010	12	18	Orchestra	Vogue Theatre
5011	20	6	Upper Circle	Vogue Theatre
5012	23	15	Orchestra	Vogue Theatre
5013	17	8	Upper Circle	Vogue Theatre
5014	19	27	Orchestra	Vogue Theatre
5015	19	9	Upper Circle	Vogue Theatre
5016	23	10	Upper Circle	Vogue Theatre
5017	3	10	Dress Circle	Vogue Theatre
5018	13	10	Orchestra	Vogue Theatre
